id,hotel_name,hotel_city,hotel_price,hotel_type,hotel_rating,total_review
9000000670147,Mövenpick Resort &amp; Spa Jimbaran Bali,Bali,Rp 2.504.700,Resorts,8.8,830
3000010028449,Jambuluwuk Oceano Seminyak Hotel,Bali,Rp 992.275,Hotels,8.5,1118
1000000471401,The Ritz-Carlton Bali,Bali,Rp 6.594.500,Hotels,8.8,315
10344,Kuta Paradiso Hotel,Bali,Rp 979.999,Hotels,8.4,1790
251637,Courtyard by Marriott Bali Nusa Dua Resort,Bali,Rp 2.604.101,Resorts,8.6,889
407502,Sheraton Bali Kuta Resort,Bali,Rp 4.658.500,Hotels,8.8,843
3000010036106,ASTON Canggu Beach Resort,Bali,Rp 2.272.305,Hotels,8.5,421
21356000000,Melia Bali,Bali,Rp 4.531.862,Resorts,8.9,403
624034,Courtyard by Marriott Bali Seminyak Resort,Bali,Rp 4.118.114,Resorts,9.0,542
5354,Prama Sanur Beach Bali,Bali,Rp 5.136.750,Hotels,8.5,398
9000000971405,"The Langham, Jakarta",Jakarta,Rp 7.683.500,Hotels,8.8,227
182137,Merlynn Park Hotel,Jakarta,Rp 779.713,Hotels,8.6,18871
4755,"Hotel Mulia Senayan, Jakarta",Jakarta,Rp 2.904.000,Hotels,8.7,1418
72900,Manhattan Hotel,Jakarta,Rp 1.390.500,Hotels,8.2,8352
8126,Hotel Ciputra Jakarta managed by Swiss-Belhotel International,Jakarta,Rp 1.140.000,Hotels,8.5,8907
3000010007126,ASTON Priority Simatupang &amp; Conference Center,Jakarta,Rp 868.780,Hotels,8.6,7016
3000020014445,Ascott Sudirman Jakarta,Jakarta,Rp 2.286.600,Apartments,8.6,2115
108582,Ascott Jakarta,Jakarta,Rp 2.286.600,Apartments,8.7,3482
3000020007376,Yuan Garden Pasar Baru,Jakarta,Rp 530.000,Hotels,8.6,2823
1000000476765,Best Western Premier The Hive,Jakarta,Rp 720.000,Hotels,8.4,10755
4000000956122,InterContinental Hotels JAKARTA PONDOK INDAH,Jakarta,Rp 17.580.000,Hotels,8.9,1353
546236,DoubleTree by Hilton Jakarta - Diponegoro,Jakarta,Rp 2.165.905,Hotels,8.8,3156
568889,The Grove Suites by GRAND ASTON,Jakarta,Rp 1.261.062,Hotels,8.7,2746
182170,HARRIS Hotel &amp; Convention Kelapa Gading,Jakarta,Rp 958.000,Hotels,8.6,4323
9000000095216,Mercure Jakarta Gatot Subroto - CHSE Certified,Jakarta,Rp 851.598,Hotels,8.5,1622
3000010028057,Ashley Wahid Hasyim Jakarta,Jakarta,Rp 1.100.888,Hotels,8.7,8378
3000020014186,Grand Hyatt Jakarta,Jakarta,Rp 4.420.433,Hotels,8.7,2005
461846,Mandarin Oriental Jakarta,Jakarta,Rp 4.346.320,Hotels,9.0,1078
9000000883262,HARRIS Suites Puri Mansion,Jakarta,Rp 628.000,Hotels,8.4,1075
148771,Hotel Santika Premiere Slipi Jakarta,Jakarta,Rp 712.500,Hotels,8.6,6090
9076,Century Park Hotel,Jakarta,Rp 1.214.999,Hotels,8.6,6564
9000000133906,ASTON Kartika Grogol Hotel &amp; Conference Center,Jakarta,Rp 1.080.000,Hotels,8.6,3671
3000010007129,Royal Kuningan Hotel,Jakarta,Rp 712.177,Hotels,8.5,6430
9000000936354,Hilton Garden Inn Jakarta Taman Palem,Jakarta,Rp 1.306.800,Hotels,8.5,392
3000010031823,Harris Vertu Hotel Harmoni,Jakarta,Rp 928.000,Hotels,8.6,3596
7347,Shangri-La Jakarta,Jakarta,Rp 2.798.741,Hotels,8.9,2199
3000010007726,Teraskita Hotel Jakarta managed by Dafam,Jakarta,Rp 650.750,Hotels,8.6,9162
3000020001974,JS Luwansa Hotel And Convention Center,Jakarta,Rp 2.600.000,Hotels,8.6,3136
3000020018687,Four Seasons Hotel Jakarta,Jakarta,Rp 4.658.500,Hotels,9.0,1976
3000010005459,Swiss-Belhotel Airport Jakarta,Jakarta,Rp 880.000,Hotels,8.5,2056
3000010002532,Hotel GranDhika Iskandarsyah,Jakarta,Rp 722.000,Hotels,8.6,4726
3000020016951,Wyndham Casablanca Jakarta,Jakarta,Rp 1.244.486,Hotels,8.8,3421
3000010005467,Swiss-Belinn Simatupang Jakarta,Jakarta,Rp 1.082.858,Hotels,8.5,7086
2000000225794,All Sedayu Hotel Kelapa Gading,Jakarta,Rp 522.500,Hotels,8.6,3723
3000010007198,ASTON Pluit Hotel &amp; Residence,Jakarta,Rp 902.796,Hotels,8.3,5673
149045,Oakwood Premier Cozmo Jakarta,Jakarta,Rp 2.022.543,Apartments,8.8,650
1000000496074,Veranda Hotel @ Pakubuwono by Breezbay Japan,Jakarta,Rp 1.720.350,Hotels,8.6,3799
1000000533946,Swiss-Belresidences Kalibata,Jakarta,Rp 680.000,Hotels,8.6,8299
303965,Hotel Santika Taman Mini Indonesia Indah,Jakarta,Rp 1.000.000,Hotels,8.2,4840
48666,Millennium Hotel Sirih Jakarta,Jakarta,Rp 822.800,Hotels,8.6,4652
3000020012564,Grand Orchardz Hotel Kemayoran,Jakarta,Rp 800.000,Hotels,8.7,5205
46085900000,Holiday Inn Express JAKARTA PLUIT CITYGATE,Jakarta,Rp 818.656,Hotels,8.4,5049
9000000711231,Oakwood Apartments PIK Jakarta (Pantai Indah Kapuk),Jakarta,Rp 1.719.008,Apartments,8.1,661
3000010016082,"Harper MT Haryono, Cawang by ASTON",Jakarta,Rp 580.000,Hotels,8.5,9331
3000010010313,Swiss-Belhotel Pondok Indah,Jakarta,Rp 1.800.000,Hotels,8.5,4387
71861,grandkemang Hotel,Jakarta,Rp 2.178.000,Hotels,8.4,2695
48659,Garden Palace Hotel Surabaya,Surabaya,Rp 650.000,Hotels,8.3,8976
9000000502398,Four Points by Sheraton Surabaya Pakuwon Indah,Surabaya,Rp 992.200,Hotels,8.9,1505
3000010041546,Wyndham Surabaya,Surabaya,Rp 985.000,Hotels,8.7,6032
3000010006172,Best Western Papilio Hotel,Surabaya,Rp 900.000,Hotels,8.7,12626
3000010008772,Swiss-Belinn Tunjungan Surabaya,Surabaya,Rp 1.000.000,Hotels,8.7,7392
2000000140952,Tunjungan Hotel Surabaya,Surabaya,Rp 1.180.000,Hotels,8.0,10133
1000000606757,Four Points by Sheraton Surabaya,Surabaya,Rp 1.179.751,Hotels,8.9,4380
1000000474578,Hotel Ciputra World Surabaya managed by Swiss-Belhotel International,Surabaya,Rp 1.350.000,Hotels,8.7,4109
9000000332323,DoubleTree by Hilton Surabaya,Surabaya,Rp 2.178.000,Hotels,8.7,683
3000010033366,Midtown Residence Marvell City Surabaya,Surabaya,Rp 750.000,Hotels,8.9,5061
9000000803922,The Westin Surabaya,Surabaya,Rp 1.960.200,Hotels,9.1,233
62310,JW Marriott Hotel Surabaya,Surabaya,Rp 1.332.331,Hotels,9.0,6383
3000010012872,favehotel Rungkut Surabaya,Surabaya,Rp 398.520,Hotels,8.5,11613
62311,Shangri-La Surabaya,Surabaya,Rp 1.219.680,Hotels,8.7,1848
3000010028502,Vasa Hotel Surabaya,Surabaya,Rp 2.025.400,Hotels,8.7,3752
486909,The Alana Surabaya,Surabaya,Rp 617.395,Hotels,8.7,6581
1000000481154,Holiday Inn Express SURABAYA CENTERPOINT,Surabaya,Rp 581.292,Hotels,8.6,3818
3000020001103,Primebiz Hotel Surabaya,Surabaya,Rp 398.680,Hotels,8.5,4441
433381,Grand Darmo Suite by AMITHYA,Surabaya,Rp 1.360.000,Hotels,8.3,8487
195613,Sheraton Surabaya Hotel and Towers,Surabaya,Rp 1.210.000,Hotels,8.8,3472
9000000972053,BeSS Mansion Hotel Surabaya,Surabaya,Rp 675.000,Hotels,8.6,547
3000020015465,Grand Dafam Signature Surabaya,Surabaya,Rp 1.220.247,Hotels,8.8,1941
3000010027786,Fairfield By Marriott Surabaya,Surabaya,Rp 544.500,Hotels,8.7,3660
305023,Midtown Hotel Surabaya,Surabaya,Rp 450.001,Hotels,8.6,8689
3000010002900,Luminor Hotel Jemursari,Surabaya,Rp 430.000,Hotels,8.7,8228
3000020017037,Kampi Hotel Tunjungan – Surabaya,Surabaya,Rp 468.000,Hotels,8.8,2840
3000010000563,Crown Prince Hotel Surabaya managed by Midtown Indonesia Hotels,Surabaya,Rp 650.601,Hotels,8.5,7601
2000000406202,POP! Hotel Gubeng,Surabaya,Rp 368.600,Hotels,8.4,14444
164225,Java Paragon Hotel And Residence,Surabaya,Rp 1.015.920,Hotels,8.5,5697
546016,Swiss-Belinn Manyar Surabaya,Surabaya,Rp 460.000,Hotels,8.6,5690
1000000802995,Novotel Samator Surabaya Timur,Surabaya,Rp 553.333,Hotels,8.5,1795
400,Verwood Hotel and Serviced Residence Surabaya,Surabaya,Rp 784.516,Hotels,8.4,4457
3000010012174,Hotel Aria Centra Surabaya,Surabaya,Rp 570.000,Hotels,8.8,7237
3000020014572,Oakwood Hotel &amp; Residence Surabaya,Surabaya,Rp 1.230.000,Hotels,8.7,1204
3000010013021,Hotel Gunawangsa MERR,Surabaya,Rp 450.000,Hotels,8.4,13333
3000010002158,HARRIS Hotel &amp; Conventions Gubeng,Surabaya,Rp 843.600,Hotels,8.7,5743
1000000471346,Quest Hotel Darmo - Surabaya by ASTON,Surabaya,Rp 473.850,Hotels,8.5,7023
2000000364013,favehotel Graha Agung Surabaya,Surabaya,Rp 378.000,Hotels,8.1,3377
3000020018642,Neo+ Waru Sidoarjo by ASTON,Surabaya,Rp 550.800,Hotels,8.4,3312
3000010043134,Swiss-Belinn Airport Surabaya,Surabaya,Rp 434.594,Hotels,8.7,3233
2000000218205,ibis Budget Surabaya Airport,Surabaya,Rp 386.750,Hotels,8.4,6741
412560,Gunawangsa Manyar Hotel Surabaya,Surabaya,Rp 387.000,Hotels,8.4,12621
237328,favehotel MEX Tunjungan Surabaya,Surabaya,Rp 295.800,Hotels,8.1,9426
48694,Surabaya Suites Hotel Powered by Archipelago,Surabaya,Rp 522.000,Hotels,8.5,8369
625695,ibis Surabaya City Center,Surabaya,Rp 363.750,Hotels,8.5,3074
9000000413948,HARRIS Hotel &amp; Conventions Bundaran Satelit Surabaya,Surabaya,Rp 698.000,Hotels,8.8,1429
4166,Novotel Surabaya Hotel &amp; Suite,Surabaya,Rp 786.500,Hotels,8.4,4103
186043,Hotel Santika Pandegiling Surabaya,Surabaya,Rp 491.250,Hotels,8.7,4389
9000000973043,ASTON Inn Jemursari,Surabaya,Rp 566.100,Hotels,8.6,476
1000000507646,Ascott Waterplace Surabaya,Surabaya,Rp 1.231.090,Apartments,8.8,2685
251822,Prime Royal Boutique Hotel Surabaya,Surabaya,Rp 269.999,Hotels,8.0,4689
9000000643122,Deka Hotel Surabaya HR Muhammad,Surabaya,Rp 330.000,Hotels,8.1,726
3000010001959,MaxOneHotels.com @ Tidar - Surabaya,Surabaya,Rp 900.000,Hotels,8.6,6156
9000000973525,The Gaia Hotel Bandung,Bandung,Rp 3.380.000,Hotels,8.6,342
1000000511080,InterContinental Hotels BANDUNG DAGO PAKAR,Bandung,Rp 3.532.716,Hotels,8.8,4013
3000010008390,Grand Tjokro Premiere Bandung,Bandung,Rp 1.455.000,Hotels,8.6,15398
3000010013360,ASTON Pasteur,Bandung,Rp 942.300,Hotels,8.7,12911
295675,Ibis Bandung Trans Studio,Bandung,Rp 688.500,Hotels,8.4,17477
3000010032948,Holiday Inn BANDUNG PASTEUR,Bandung,Rp 1.465.785,Hotels,8.6,5119
3000010009554,Aryaduta Bandung,Bandung,Rp 1.742.400,Hotels,8.7,8202
194479,Hilton Bandung,Bandung,Rp 3.267.000,Hotels,8.8,2978
280342,The Papandayan Hotel,Bandung,Rp 2.395.800,Hotels,8.8,4924
1000000492937,Harris Hotel &amp; Conventions Ciumbuleuit Bandung,Bandung,Rp 800.000,Hotels,8.7,5564
1000000508325,Crowne Plaza BANDUNG,Bandung,Rp 1.716.871,Hotels,8.7,3769
3000010008710,Best Western Premier La Grande Hotel,Bandung,Rp 1.060.001,Hotels,8.6,9039
3000010014882,Grand Tebu Hotel,Bandung,Rp 1.088.001,Hotels,8.5,7501
3000010000305,Shakti Hotel Bandung,Bandung,Rp 769.500,Hotels,8.5,8976
2000000141117,Sari Ater Hotel,Bandung,Rp 1.305.000,Hotels,8.5,7473
5171,The Jayakarta Suites Bandung,Bandung,Rp 1.110.000,Hotels,8.4,9275
3000010040418,Art Deco Luxury Hotel &amp; Residence,Bandung,Rp 1.980.000,Hotels,8.6,3828
9000000973886,Kimaya Braga Bandung by Harris,Bandung,Rp 720.001,Hotels,8.4,447
3000020009318,Janévalla Bandung,Bandung,Rp 1.450.000,Hotels,8.8,9112
3000010021464,West Point Hotel,Bandung,Rp 425.000,Hotels,8.5,4448
3000010029354,Kytos Hotel,Bandung,Rp 1.080.000,Hotels,8.4,5726
3000010005841,De Java Hotel Bandung,Bandung,Rp 805.600,Hotels,8.6,4566
186010,ASTON Tropicana,Bandung,Rp 1.025.838,Hotels,8.6,5503
2000000141122,Sensa Hotel Bandung,Bandung,Rp 1.488.000,Hotels,8.6,3003
3000010001305,THE 1O1 Bandung Dago,Bandung,Rp 945.000,Hotels,8.6,12309
3000020009559,YELLO Hotel Paskal Bandung,Bandung,Rp 688.000,Hotels,8.7,4706
9000000890203,ibis Styles Bandung Grand Central,Bandung,Rp 850.000,Hotels,8.7,1577
186703,GH Universal Hotel,Bandung,Rp 1.000.000,Hotels,8.5,5993
216177,Amaroossa Bandung,Bandung,Rp 550.000,Hotels,8.2,5387
2000000081026,Horison Ultima Bandung,Bandung,Rp 1.520.000,Hotels,8.0,17251
1000000470466,Grand Mercure Bandung Setiabudi,Bandung,Rp 2.913.259,Hotels,8.8,3706
1000000470785,favehotel Hyper Square,Bandung,Rp 768.000,Hotels,8.3,6066
49722,Grand Hotel Preanger,Bandung,Rp 1.800.000,Hotels,8.6,3678
1000000739415,Mercure Bandung City Centre,Bandung,Rp 1.704.999,Hotels,8.5,2488
3000010029331,De Paviljoen Bandung,Bandung,Rp 2.057.000,Hotels,8.8,4234
291995,POP! Hotel Festival Citylink - Bandung,Bandung,Rp 421.200,Hotels,8.2,9376
3000010002174,Travello Hotel Bandung,Bandung,Rp 738.000,Hotels,8.7,4001
9000000929059,Grand Dafam Braga Bandung,Bandung,Rp 1.206.500,Hotels,8.5,313
62293,Sheraton Bandung Hotel &amp; Towers,Bandung,Rp 2.422.420,Hotels,8.7,2129
181781,Mason Pine Hotel Bandung,Bandung,Rp 1.850.000,Hotels,8.7,2670
3000010007100,Hotel Neo Dipatiukur by ASTON,Bandung,Rp 638.045,Hotels,8.7,5107
400621,favehotel Braga Bandung,Bandung,Rp 477.000,Hotels,8.1,7291
3000020003597,Courtyard by Marriott Bandung Dago,Bandung,Rp 1.635.135,Hotels,8.6,2109
304036,favehotel Premier Cihampelas,Bandung,Rp 884.000,Hotels,8.2,6537
3000010034081,Hay Bandung,Bandung,Rp 4.500.000,Hotels,8.6,4492
